Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
ENSMUSG00000076571	Ensembl Gene Model	MGI:2686256	Igkv5-37	immunoglobulin kappa variable 5-37	gene segment
ENSMUSG00000028460	Ensembl Gene Model	MGI:1889342	Sit1	suppression inducing transmembrane adaptor 1	protein coding gene
ENSMUSG00000080846	Ensembl Gene Model	MGI:3649905	Gm13379	predicted gene 13379	pseudogene
ENSMUSG00000020231	Ensembl Gene Model	MGI:2385920	Dip2a	disco interacting protein 2 homolog A	protein coding gene
ENSMUSG00000104881	Ensembl Gene Model	MGI:5663848	Gm43711	predicted gene 43711	pseudogene
ENSMUSG00000030873	Ensembl Gene Model	MGI:104696	Scnn1b	sodium channel, nonvoltage-gated 1 beta	protein coding gene
ENSMUSG00000117788	Ensembl Gene Model	MGI:3648671	Gm5517	predicted gene 5517	pseudogene
ENSMUSG00000067700	Ensembl Gene Model	MGI:3645135	Gm5862	predicted gene 5862	protein coding gene
ENSMUSG00000079654	Ensembl Gene Model	MGI:2141677	Prrt4	proline-rich transmembrane protein 4	protein coding gene
ENSMUSG00000105507	Ensembl Gene Model	MGI:5663990	Gm43853	predicted gene 43853	pseudogene
ENSMUSG00000110083	Ensembl Gene Model	MGI:5791218	Gm45382	predicted gene 45382	pseudogene
ENSMUSG00000099565	Ensembl Gene Model	MGI:5579444	Gm28738	predicted gene 28738	pseudogene
ENSMUSG00000110479	Ensembl Gene Model	MGI:3648739	Gm5743	predicted gene 5743	pseudogene
ENSMUSG00000060600	Ensembl Gene Model	MGI:95395	Eno3	enolase 3, beta muscle	protein coding gene
ENSMUSG00000081622	Ensembl Gene Model	MGI:3648844	Gm5937	predicted gene 5937	pseudogene
ENSMUSG00000097853	Ensembl Gene Model	MGI:3781709	Gm3532	predicted gene 3532	pseudogene
ENSMUSG00000106308	Ensembl Gene Model	MGI:5662856	Gm42719	predicted gene 42719	pseudogene
ENSMUSG00000081681	Ensembl Gene Model	MGI:3705519	Gm14868	predicted gene 14868	pseudogene
ENSMUSG00000092072	Ensembl Gene Model	MGI:3782724	Gm4540	predicted gene 4540	pseudogene
ENSMUSG00000070311	Ensembl Gene Model	MGI:3030728	Or8c16	olfactory receptor family 8 subfamily C member 16	protein coding gene
ENSMUSG00000090466	Ensembl Gene Model	MGI:4937870	Gm17043	predicted gene 17043	pseudogene
ENSMUSG00000032309	Ensembl Gene Model	MGI:1926014	Fbxo22	F-box protein 22	protein coding gene
ENSMUSG00000107082	Ensembl Gene Model	MGI:5595537	Gm36378	predicted gene, 36378	pseudogene
ENSMUSG00000100989	Ensembl Gene Model	MGI:5580353	Gm29647	predicted gene 29647	pseudogene
ENSMUSG00000025578	Ensembl Gene Model	MGI:1353589	Cbx8	chromobox 8	protein coding gene
ENSMUSG00000030793	Ensembl Gene Model	MGI:1931465	Pycard	PYD and CARD domain containing	protein coding gene
ENSMUSG00000038048	Ensembl Gene Model	MGI:3646013	Cntnap5c	contactin associated protein-like 5C	protein coding gene
ENSMUSG00000105865	Ensembl Gene Model	MGI:5593303	Gm34144	predicted gene, 34144	pseudogene
ENSMUSG00000087239	Ensembl Gene Model	MGI:3647731	Btf3-ps2	basic transcription factor 3, pseudogene 2	pseudogene
ENSMUSG00000057766	Ensembl Gene Model	MGI:2687055	Ankrd29	ankyrin repeat domain 29	protein coding gene
ENSMUSG00000019143	Ensembl Gene Model	MGI:1918041	Hars2	histidyl-tRNA synthetase 2	protein coding gene
ENSMUSG00000110324	Ensembl Gene Model	MGI:5623345	Gm40460	predicted gene, 40460	protein coding gene
ENSMUSG00000098115	Ensembl Gene Model	MGI:3648634	Gm8816	predicted gene 8816	pseudogene
ENSMUSG00000031118	Ensembl Gene Model	MGI:1921529	Magea14	MAGE family member A14	protein coding gene
ENSMUSG00000084099	Ensembl Gene Model	MGI:3652021	Gm12929	predicted gene 12929	pseudogene
ENSMUSG00000083566	Ensembl Gene Model	MGI:3705853	Gm14711	predicted gene 14711	pseudogene
ENSMUSG00000071984	Ensembl Gene Model	MGI:1915905	Fndc1	fibronectin type III domain containing 1	protein coding gene
ENSMUSG00000110720	Ensembl Gene Model	MGI:5825860	Gm46223	predicted gene, 46223	pseudogene
ENSMUSG00000098158	Ensembl Gene Model	MGI:3646648	Gm4804	predicted gene 4804	pseudogene
ENSMUSG00000081970	Ensembl Gene Model	MGI:3802027	Gm16057	predicted gene 16057	pseudogene
ENSMUSG00000108853	Ensembl Gene Model	MGI:5010649	Gm18464	predicted gene, 18464	pseudogene
ENSMUSG00000079702	Ensembl Gene Model	MGI:2446775	Ssxb6	SSX member B6	protein coding gene
ENSMUSG00000044141	Ensembl Gene Model	MGI:1925802	E130201H02Rik	RIKEN cDNA E130201H02 gene	pseudogene
ENSMUSG00000108381	Ensembl Gene Model	MGI:3648098	Gm9299	predicted gene 9299	pseudogene
ENSMUSG00000114183	Ensembl Gene Model	MGI:6095989	Gm47195	predicted gene, 47195	pseudogene
ENSMUSG00000025289	Ensembl Gene Model	MGI:1859815	Prdx4	peroxiredoxin 4	protein coding gene
ENSMUSG00000019762	Ensembl Gene Model	MGI:1917587	Iyd	iodotyrosine deiodinase	protein coding gene
ENSMUSG00000061474	Ensembl Gene Model	MGI:1913378	Mrps36	mitochondrial ribosomal protein S36	protein coding gene
ENSMUSG00000041068	Ensembl Gene Model	MGI:3588288	4930596D02Rik	RIKEN cDNA 4930596D02 gene	protein coding gene
ENSMUSG00000022664	Ensembl Gene Model	MGI:1921352	Slc35a5	solute carrier family 35, member A5	protein coding gene
ENSMUSG00000014867	Ensembl Gene Model	MGI:98445	Surf4	surfeit gene 4	protein coding gene
ENSMUSG00000045763	Ensembl Gene Model	MGI:1917600	Basp1	brain abundant, membrane attached signal protein 1	protein coding gene
ENSMUSG00000020564	Ensembl Gene Model	MGI:3584458	Atxn7l1	ataxin 7-like 1	protein coding gene
ENSMUSG00000026670	Ensembl Gene Model	MGI:1334459	Uap1	UDP-N-acetylglucosamine pyrophosphorylase 1	protein coding gene
ENSMUSG00000027775	Ensembl Gene Model	MGI:1914118	Mfsd1	major facilitator superfamily domain containing 1	protein coding gene
ENSMUSG00000036985	Ensembl Gene Model	MGI:2444393	Zdhhc9	zinc finger, DHHC domain containing 9	protein coding gene
ENSMUSG00000042389	Ensembl Gene Model	MGI:2141599	Tsen2	tRNA splicing endonuclease subunit 2	protein coding gene
ENSMUSG00000061977	Ensembl Gene Model	MGI:2681185	Tas2r104	taste receptor, type 2, member 104	protein coding gene
ENSMUSG00000027716	Ensembl Gene Model	MGI:109526	Trpc3	transient receptor potential cation channel, subfamily C, member 3	protein coding gene
ENSMUSG00000024681	Ensembl Gene Model	MGI:2158468	Ms4a3	membrane-spanning 4-domains, subfamily A, member 3	protein coding gene
ENSMUSG00000025195	Ensembl Gene Model	MGI:1917352	Dnmbp	dynamin binding protein	protein coding gene
ENSMUSG00000101661	Ensembl Gene Model	MGI:5579098	Gm28392	predicted gene 28392	pseudogene
ENSMUSG00000028207	Ensembl Gene Model	MGI:1914186	Asph	aspartate-beta-hydroxylase	protein coding gene
ENSMUSG00000000552	Ensembl Gene Model	MGI:1352495	Zfp385a	zinc finger protein 385A	protein coding gene
ENSMUSG00000043811	Ensembl Gene Model	MGI:2136886	Rtn4r	reticulon 4 receptor	protein coding gene
ENSMUSG00000111148	Ensembl Gene Model	MGI:3780943	Gm2774	predicted gene 2774	pseudogene
ENSMUSG00000042978	Ensembl Gene Model	MGI:2135937	Sbk1	SH3-binding kinase 1	protein coding gene
ENSMUSG00000112626	Ensembl Gene Model	MGI:5010212	Gm18027	predicted gene, 18027	pseudogene
ENSMUSG00000047260	Ensembl Gene Model	MGI:1913298	Emc6	ER membrane protein complex subunit 6	protein coding gene
ENSMUSG00000020170	Ensembl Gene Model	MGI:1100860	Frs2	fibroblast growth factor receptor substrate 2	protein coding gene
ENSMUSG00000083827	Ensembl Gene Model	MGI:3783154	Gm15712	predicted gene 15712	pseudogene
ENSMUSG00000117644	Ensembl Gene Model	MGI:6275367	Gm50053	predicted gene, 50053	pseudogene
ENSMUSG00000111983	Ensembl Gene Model	MGI:6098284	Gm48666	predicted gene, 48666	pseudogene
ENSMUSG00000031673	Ensembl Gene Model	MGI:99217	Cdh11	cadherin 11	protein coding gene
ENSMUSG00000090379	Ensembl Gene Model	MGI:3646979	Gm8229	predicted gene 8229	protein coding gene
ENSMUSG00000029882	Ensembl Gene Model	MGI:1914623	Prss3b	serine protease 3B	protein coding gene
ENSMUSG00000066197	Ensembl Gene Model	MGI:2685341	Gpr139	G protein-coupled receptor 139	protein coding gene
ENSMUSG00000020377	Ensembl Gene Model	MGI:107498	Ltc4s	leukotriene C4 synthase	protein coding gene
ENSMUSG00000044576	Ensembl Gene Model	MGI:2685290	Garem2	GRB2 associated regulator of MAPK1 subtype 2	protein coding gene
ENSMUSG00000105732	Ensembl Gene Model	MGI:5645886	Sult1c2-ps1	sulfotransferase family, cytosolic, 1C, member 2, pseudogene 1	pseudogene
ENSMUSG00000097739	Ensembl Gene Model	MGI:3780707	Gm2539	predicted gene, 2539	pseudogene
ENSMUSG00000081466	Ensembl Gene Model	MGI:3705628	Gm14912	predicted gene 14912	pseudogene
ENSMUSG00000037570	Ensembl Gene Model	MGI:1858420	Mcrs1	microspherule protein 1	protein coding gene
ENSMUSG00000028369	Ensembl Gene Model	MGI:1928849	Svep1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	protein coding gene
ENSMUSG00000084201	Ensembl Gene Model	MGI:3651637	Gm11926	predicted gene 11926	pseudogene
ENSMUSG00000042359	Ensembl Gene Model	MGI:2139014	Osbpl6	oxysterol binding protein-like 6	protein coding gene
ENSMUSG00000040549	Ensembl Gene Model	MGI:1923036	Ckap5	cytoskeleton associated protein 5	protein coding gene
ENSMUSG00000060002	Ensembl Gene Model	MGI:2384841	Chpt1	choline phosphotransferase 1	protein coding gene
ENSMUSG00000078348	Ensembl Gene Model	MGI:1913375	Sf3b5	splicing factor 3b, subunit 5	protein coding gene
ENSMUSG00000084152	Ensembl Gene Model	MGI:3651153	Gm11617	predicted gene 11617	pseudogene
ENSMUSG00000005813	Ensembl Gene Model	MGI:1922874	Metap1	methionyl aminopeptidase 1	protein coding gene
ENSMUSG00000118302	Ensembl Gene Model	MGI:5590459	Gm31300	predicted gene, 31300	lncRNA gene
ENSMUSG00000043068	Ensembl Gene Model	MGI:1916877	Fam89a	family with sequence similarity 89, member A	protein coding gene
ENSMUSG00000076866	Ensembl Gene Model	MGI:4819748	Trdv2-2	T cell receptor delta variable 2-2	gene segment
ENSMUSG00000076594	Ensembl Gene Model	MGI:1330829	Igkv6-13	immunoglobulin kappa variable 6-13	gene segment
ENSMUSG00000112216	Ensembl Gene Model	MGI:5591876	Cdc5lrt1	cell division cycle 5 like, retrotransposed 1	protein coding gene
ENSMUSG00000008348	Ensembl Gene Model	MGI:98889	Ubc	ubiquitin C	protein coding gene
ENSMUSG00000054033	Ensembl Gene Model	MGI:3045694	Adam39	a disintegrin and metallopeptidase domain 39	protein coding gene
ENSMUSG00000064105	Ensembl Gene Model	MGI:2151054	Cnnm2	cyclin M2	protein coding gene
ENSMUSG00000083385	Ensembl Gene Model	MGI:3650904	Gm11411	predicted gene 11411	pseudogene
ENSMUSG00000055884	Ensembl Gene Model	MGI:2442306	Fancm	Fanconi anemia, complementation group M	protein coding gene
ENSMUSG00000114557	Ensembl Gene Model	MGI:3649106	Gm8345	predicted gene 8345	pseudogene
ENSMUSG00000116635	Ensembl Gene Model	MGI:6215157	Gm49699	predicted gene, 49699	pseudogene
ENSMUSG00000094915		No associated gene			
ENSMUSG00000106545	Ensembl Gene Model	MGI:5593111	Gm33952	predicted gene, 33952	pseudogene
ENSMUSG00000075090	Ensembl Gene Model	MGI:3031068	Or4a15	olfactory receptor family 4 subfamily A member 15	protein coding gene
ENSMUSG00000081284	Ensembl Gene Model	MGI:3650280	Gm13673	predicted gene 13673	pseudogene
ENSMUSG00000027894	Ensembl Gene Model	MGI:2442535	Slc6a17	solute carrier family 6 (neurotransmitter transporter), member 17	protein coding gene
ENSMUSG00000111711	Ensembl Gene Model	MGI:3030923	Or8k39	olfactory receptor family 8 subfamily K member 39	protein coding gene
ENSMUSG00000020069	Ensembl Gene Model	MGI:1926462	Hnrnph3	heterogeneous nuclear ribonucleoprotein H3	protein coding gene
ENSMUSG00000035203	Ensembl Gene Model	MGI:1333763	Epn1	epsin 1	protein coding gene
ENSMUSG00000116703	Ensembl Gene Model	MGI:5826177	Gm46540	predicted gene, 46540	pseudogene
ENSMUSG00000050188	Ensembl Gene Model	MGI:2151045	Lsm10	U7 snRNP-specific Sm-like protein LSM10	protein coding gene
ENSMUSG00000073116	old symbol	MGI:3641900	Speer4a2	spermatogenesis associated glutamate (E)-rich protein 4A2	protein coding gene
ENSMUSG00000073116	Ensembl Gene Model	MGI:3641900	Speer4a2	spermatogenesis associated glutamate (E)-rich protein 4A2	protein coding gene
ENSMUSG00000099732	Ensembl Gene Model	MGI:5009836	Gm17752	predicted gene, 17752	pseudogene
ENSMUSG00000032292	Ensembl Gene Model	MGI:1346317	Nr2e3	nuclear receptor subfamily 2, group E, member 3	protein coding gene
ENSMUSG00000008090	Ensembl Gene Model	MGI:2150920	Fgfrl1	fibroblast growth factor receptor-like 1	protein coding gene
ENSMUSG00000029859	Ensembl Gene Model	MGI:107381	Epha1	Eph receptor A1	protein coding gene
ENSMUSG00000093708	Ensembl Gene Model	MGI:5313165	Gm20718	predicted gene 20718	pseudogene
ENSMUSG00000011463	Ensembl Gene Model	MGI:1923953	Cpb1	carboxypeptidase B1	protein coding gene
ENSMUSG00000099934	Ensembl Gene Model	MGI:5010168	Gm17983	predicted gene, 17983	pseudogene
ENSMUSG00000024357	Ensembl Gene Model	MGI:1932040	Sil1	SIL1 nucleotide exchange factor	protein coding gene
ENSMUSG00000051401	Ensembl Gene Model	MGI:1914659	Kctd16	potassium channel tetramerisation domain containing 16	protein coding gene
ENSMUSG00000034165	Ensembl Gene Model	MGI:88315	Ccnd3	cyclin D3	protein coding gene
ENSMUSG00000091698	Ensembl Gene Model	MGI:3648758	Gm6526	predicted gene 6526	protein coding gene
ENSMUSG00000032293	Ensembl Gene Model	MGI:1928268	Ireb2	iron responsive element binding protein 2	protein coding gene
ENSMUSG00000082303	Ensembl Gene Model	MGI:3651356	Gm13633	predicted gene 13633	pseudogene
ENSMUSG00000037139	Ensembl Gene Model	MGI:2685280	Myom3	myomesin family, member 3	protein coding gene
ENSMUSG00000027663	Ensembl Gene Model	MGI:1195270	Zmat3	zinc finger matrin type 3	protein coding gene
ENSMUSG00000083842	Ensembl Gene Model	MGI:3651876	Gm12485	predicted gene 12485	pseudogene
ENSMUSG00000100215	Ensembl Gene Model	MGI:3648460	Gm8292	predicted gene 8292	pseudogene
ENSMUSG00000101129	Ensembl Gene Model	MGI:3645015	Gm5254	predicted gene 5254	pseudogene
ENSMUSG00000072419	Ensembl Gene Model	MGI:2157523	Dppa2	developmental pluripotency associated 2	protein coding gene
ENSMUSG00000109815	Ensembl Gene Model	MGI:3647792	Gm7082	predicted gene 7082	pseudogene
ENSMUSG00000061974	old symbol	MGI:3712484	Cldn24	claudin 24	protein coding gene
ENSMUSG00000061974	Ensembl Gene Model	MGI:3712484	Cldn24	claudin 24	protein coding gene
ENSMUSG00000030361	Ensembl Gene Model	MGI:107540	Klrb1a	killer cell lectin-like receptor subfamily B member 1A	protein coding gene
ENSMUSG00000082010	Ensembl Gene Model	MGI:3031005	Or5d42-ps1	olfactory receptor family 5 subfamily D member 42, pseudogene 1	pseudogene
ENSMUSG00000031059	Ensembl Gene Model	MGI:1349919	Ndufb11	NADH:ubiquinone oxidoreductase subunit B11	protein coding gene
ENSMUSG00000091273	Ensembl Gene Model	MGI:3645556	Gm6673	predicted gene 6673	pseudogene
ENSMUSG00000114381	Ensembl Gene Model	MGI:6096270	Gm47361	predicted gene, 47361	pseudogene
ENSMUSG00000022779	Ensembl Gene Model	MGI:1333803	Top3b	topoisomerase (DNA) III beta	protein coding gene
ENSMUSG00000045967	Ensembl Gene Model	MGI:2441697	Gpr158	G protein-coupled receptor 158	protein coding gene
ENSMUSG00000012429	Ensembl Gene Model	MGI:1913558	Mplkip	M-phase specific PLK1 intereacting protein	protein coding gene
ENSMUSG00000038416	Ensembl Gene Model	MGI:1917207	Cdc16	CDC16 cell division cycle 16	protein coding gene
ENSMUSG00000044820	Ensembl Gene Model	MGI:3575512	AY074887	cDNA sequence AY074887	protein coding gene
ENSMUSG00000031133	Ensembl Gene Model	MGI:1920591	Arhgef6	Rac/Cdc42 guanine nucleotide exchange factor 6	protein coding gene
ENSMUSG00000037341	Ensembl Gene Model	MGI:2444530	Slc9a7	solute carrier family 9 (sodium/hydrogen exchanger), member 7	protein coding gene
ENSMUSG00000105390	Ensembl Gene Model	MGI:3647455	Gm8458	predicted gene 8458	pseudogene
ENSMUSG00000022680	Ensembl Gene Model	MGI:1920909	Pdxdc1	pyridoxal-dependent decarboxylase domain containing 1	protein coding gene
ENSMUSG00000047414	Ensembl Gene Model	MGI:3603594	Flrt2	fibronectin leucine rich transmembrane protein 2	protein coding gene
ENSMUSG00000090047	Ensembl Gene Model	MGI:3826589	Gm16297	predicted gene 16297	pseudogene
ENSMUSG00000083009	Ensembl Gene Model	MGI:2686181	Gm1335	predicted gene 1335	pseudogene
ENSMUSG00000111819	Ensembl Gene Model	MGI:6095850	Gm47110	predicted gene, 47110	pseudogene
ENSMUSG00000095294	Ensembl Gene Model	MGI:5434474	Potefam3b	POTE ankyrin domain family member 3B	protein coding gene
ENSMUSG00000014907	Ensembl Gene Model	MGI:2682306	Naf1	nuclear assembly factor 1 ribonucleoprotein	protein coding gene
ENSMUSG00000020198	Ensembl Gene Model	MGI:107734	Ap3d1	adaptor-related protein complex 3, delta 1 subunit	protein coding gene
ENSMUSG00000015981	Ensembl Gene Model	MGI:2385336	Stk32c	serine/threonine kinase 32C	protein coding gene
ENSMUSG00000063911	Ensembl Gene Model	MGI:107366	Tdgf1-ps2	teratocarcinoma-derived growth factor, pseudogene 2	pseudogene
ENSMUSG00000026167	Ensembl Gene Model	MGI:108071	Wnt10a	wingless-type MMTV integration site family, member 10A	protein coding gene
ENSMUSG00000025779	Ensembl Gene Model	MGI:1341909	Ly96	lymphocyte antigen 96	protein coding gene
ENSMUSG00000043410	Ensembl Gene Model	MGI:3036246	Hfm1	HFM1, ATP-dependent DNA helicase homolog	protein coding gene
ENSMUSG00000092387	Ensembl Gene Model	MGI:3643736	Gm7648	predicted gene 7648	pseudogene
ENSMUSG00000019864	Ensembl Gene Model	MGI:2178759	Rtn4ip1	reticulon 4 interacting protein 1	protein coding gene
ENSMUSG00000038642	Ensembl Gene Model	MGI:107341	Ctss	cathepsin S	protein coding gene
ENSMUSG00000083173	Ensembl Gene Model	MGI:3651735	Gm13064	predicted gene 13064	pseudogene
ENSMUSG00000026834	Ensembl Gene Model	MGI:2661081	Acvr1c	activin A receptor, type IC	protein coding gene
ENSMUSG00000114066	Ensembl Gene Model	MGI:3644604	Gm9202	predicted gene 9202	pseudogene
ENSMUSG00000036913	Ensembl Gene Model	MGI:3045323	Trim67	tripartite motif-containing 67	protein coding gene
ENSMUSG00000036840	Ensembl Gene Model	MGI:108064	Siah1a	siah E3 ubiquitin protein ligase 1A	protein coding gene
ENSMUSG00000104408	Ensembl Gene Model	MGI:5611243	Gm38015	predicted gene, 38015	pseudogene
ENSMUSG00000022820	Ensembl Gene Model	MGI:1915444	Ndufb4	NADH:ubiquinone oxidoreductase subunit B4	protein coding gene
ENSMUSG00000059775	old symbol	MGI:3704322	Rps26-ps1	ribosomal protein S26, pseudogene 1	pseudogene
ENSMUSG00000059775	Ensembl Gene Model	MGI:3704322	Rps26-ps1	ribosomal protein S26, pseudogene 1	pseudogene
ENSMUSG00000001804	Ensembl Gene Model	MGI:2661061	Dsg4	desmoglein 4	protein coding gene
ENSMUSG00000057000	Ensembl Gene Model	MGI:2685230	Nxf3	nuclear RNA export factor 3	protein coding gene
ENSMUSG00000022831	Ensembl Gene Model	MGI:104568	Hcls1	hematopoietic cell specific Lyn substrate 1	protein coding gene
ENSMUSG00000075703	Ensembl Gene Model	MGI:107898	Selenoi	selenoprotein I	protein coding gene
ENSMUSG00000091227	Ensembl Gene Model	MGI:3781930	Gm3755	predicted gene 3755	protein coding gene
ENSMUSG00000049515	Ensembl Gene Model	MGI:2685402	Espnl	espin-like	protein coding gene
ENSMUSG00000025658	Ensembl Gene Model	MGI:2661175	Cnksr2	connector enhancer of kinase suppressor of Ras 2	protein coding gene
ENSMUSG00000092608	Ensembl Gene Model	MGI:3761326	Vmn2r-ps81	vomeronasal 2, receptor, pseudogene 81	pseudogene
ENSMUSG00000000751	Ensembl Gene Model	MGI:1915525	Rpa1	replication protein A1	protein coding gene
ENSMUSG00000028344	Ensembl Gene Model	MGI:1335082	Invs	inversin	protein coding gene
ENSMUSG00000082029	Ensembl Gene Model	MGI:3650546	H3f3c	H3 histone, family 3C	protein coding gene
ENSMUSG00000046245	Ensembl Gene Model	MGI:2450529	Pilra	paired immunoglobin-like type 2 receptor alpha	protein coding gene
